PaNr;Rohr;Blickrichtung;Tiefe;Bonitur;Datum;TK;BLOCK;FRUCHTFOLGE;KULTUR1;KULTUR2;BOBE;Nduengung
23;1;2;120;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;5;0;34863;15;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;10;2;34863;15;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;15;3;34863;15;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;20;1;34863;30;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;25;2;34863;30;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;30;1;34863;30;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;35;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;40;1;34863;45;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;45;1.5;34863;45;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;50;1;34863;60;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;55;0.5;34863;60;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;60;1;34863;60;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;65;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;70;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;75;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;80;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;85;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;95;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;100;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;105;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;110;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;115;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;115;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;1;120;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;5;2;34863;15;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;10;0;34863;15;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;15;1;34863;15;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;20;0.5;34863;30;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;25;1;34863;30;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;30;0;34863;30;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;35;1;34863;45;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;40;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;45;2;34863;45;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;50;3.5;34863;60;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;55;;34864;60;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;60;2;34863;60;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;65;3;34863;75;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;70;1;34863;75;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;75;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;80;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;85;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;90;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;95;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;100;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;105;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;110;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;115;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
23;2;2;120;1;34863;120;1;Agrar;WWeizen;Senf;Pflug;Off.-30%
20;1;1;5;0.5;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;10;0;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;15;;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;20;0;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;25;;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;30;3;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;35;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;40;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;45;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;50;0;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;55;0;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;60;0;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;65;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;70;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;75;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;80;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;85;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;90;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;95;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;100;1;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;105;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;110;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;115;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;1;120;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;5;0;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;10;1;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;15;3.5;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;20;1;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;25;1;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;30;1;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;35;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;40;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;45;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;50;1;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;55;0;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;60;0;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;65;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;70;0.5;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;75;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;80;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;85;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;90;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;95;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;100;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;105;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;110;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;115;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;1;2;120;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;5;0;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;10;1;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;15;2;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;20;0.5;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;25;0;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;30;0;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;35;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;40;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;45;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;50;0;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;55;1;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;60;1.5;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;65;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;70;1.5;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;75;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;80;2;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;85;0;34864;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;90;0;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;95;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;100;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;105;0;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;110;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;115;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;1;120;0;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;5;0;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;10;0;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;15;0;34863;15;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;20;0.5;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;25;0;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;30;0;34863;30;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;35;0;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;40;1;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;45;1;34863;45;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;50;1;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;55;1;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;60;1.5;34863;60;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;65;0.5;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;70;0;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;75;;34863;75;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;80;;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;85;;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;90;;34863;90;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;95;;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;100;;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;105;;34863;105;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;110;;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;115;;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
20;2;2;120;;34863;120;1;Agrar;WWeizen;Senf;Pflug;Offizialempfehlung
74;1;1;5;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;10;1;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;15;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;20;0;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;25;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;30;0;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;35;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;40;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;45;2;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;50;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;55;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;60;3;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;65;2;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;70;4;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;75;1;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;80;2;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;85;1;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;90;0;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;95;1;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;100;1;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;105;1;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;110;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;115;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;1;120;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;5;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;10;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;15;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;20;2;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;25;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;30;0;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;35;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;40;1;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;45;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;50;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;55;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;60;1.5;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;65;0.5;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;70;0.5;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;75;0;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;80;0;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;85;3;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;90;2;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;95;1;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;100;1;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;105;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;110;1;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;115;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;1;2;120;1;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;5;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;10;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;15;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;20;0;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;25;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;30;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;35;1;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;40;0.5;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;45;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;50;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;55;0.5;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;60;1;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;65;1;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;70;0;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;75;0.5;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;80;1;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;85;3;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;90;4;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;95;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;100;1;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;105;2;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;110;1;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;115;2;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;1;120;1;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;5;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;10;1;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;15;1;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;20;2;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;25;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;30;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;35;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;40;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;45;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;50;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;55;3;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;60;2;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;65;2;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;70;2;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;75;1;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;80;4;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;85;3;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;90;0;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;95;2;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;100;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;105;0.5;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;110;2;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;115;2;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
74;2;2;120;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Offizialempfehlung
73;1;1;5;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;10;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;15;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;20;0.5;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;25;0;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;30;0;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;35;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;40;2;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;45;2;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;50;1;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;55;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;60;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;65;1;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;70;2;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;75;0;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;80;0;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;85;1;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;90;0;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;95;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;100;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;105;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;110;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;115;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;1;120;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;5;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;10;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;15;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;20;2;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;25;0;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;30;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;35;1;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;40;0;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;45;2;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;50;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;55;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;60;0;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;65;1;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;70;1;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;75;0;34863;75;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;80;1;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;85;1;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;90;1;34863;90;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;95;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;100;1;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;105;0;34863;105;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;110;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;115;1;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;1;2;120;0;34863;120;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;5;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;10;0;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;15;2;34863;15;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;20;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;25;0;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;30;1;34863;30;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;35;3;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;40;4;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;45;2;34863;45;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
73;2;1;50;3;34863;60;3;Gemüse;Weizen;Spinat;Pflug;Off.-30%
